fecha,noreste_dioxido_de_nitrogeno,suroeste_dioxido_de_nitrogeno,noroeste_dioxido_de_nitrogeno,sureste_dioxido_de_nitrogeno,centro_dioxido_de_nitrogeno
2018-09-30,14.532944973027089,12.34298637886606,15.260515701699685,13.843576118700406,16.061423291412005
2018-10-31,13.337871376967206,11.913928285736118,15.599001403466424,11.742639329712537,16.35185459120069
2018-11-30,17.16941449675893,15.50353155791819,20.28334305695463,13.868452072165544,19.99070622956825
2018-12-31,19.226008703930617,16.737554074382086,21.570545115952317,16.086405231127944,21.74686790830641
2019-01-31,15.4076915507827,13.320339731529312,15.538872664048508,12.653489487169477,16.919023439855465
2019-02-28,14.890056915739102,12.051439918615053,15.228007958921802,11.843174069659566,15.396869196995263
2019-03-31,14.90407844294426,12.148861133258581,15.599587016078743,12.613487026614283,15.864063886190603
2019-04-30,15.228778306360422,12.872153045532725,16.911904590588573,11.63111746754536,17.158645513634227
2019-05-31,15.15834193495763,12.247510352718738,15.973185309791612,12.296202695516524,16.694336032671334
2019-06-30,13.669414496758929,11.668809335695967,14.395843056954634,12.103215643232721,15.046261785123807
2019-07-31,14.372398463300273,11.756371278683165,13.878340814877053,13.113286951558054,15.600362531962327
2019-08-31,13.42669667136099,12.785426967561865,13.568730657849741,11.957653078142151,14.708522922505571
2019-09-30,13.059094920168825,10.481326629868343,13.353630798196384,11.361755720790825,14.192364295604138
2019-10-31,13.612527393252021,11.2700943451392,14.99673562530077,11.497855613753575,14.594388131473982
2019-11-30,16.118697671517467,13.46855231092504,16.048799457555845,13.443741514080223,16.95575146436687
2019-12-31,17.220516742870167,14.354489558253057,17.74662038476952,15.06489985478386,18.371867908306413
2020-01-31,14.547245263070401,11.202873307768082,15.163930284314134,12.145505001062936,14.987944841761832
2020-02-29,14.372790694673245,11.180111586014409,15.234390243448573,12.36565214100253,15.56485783670136
2020-03-31,12.132573066600173,9.972785864441377,13.524318198874443,11.880960144893853,14.027183830398716
2020-04-30,10.871714391042403,8.567986378866062,12.4591268128108,9.911631674255963,12.40725662474534
2020-05-31,11.041290834112235,8.623588968795111,12.592165732827652,9.883608301925618,12.540624690613768
2020-06-30,9.594175555011773,8.94742736447603,12.00840259789578,9.715798340922628,12.064702789315938
2020-07-31,10.691062467371477,9.431367931423996,12.993231359582952,10.619967366654334,12.954342691224197
2020-08-31,10.713102610916064,8.941606416001623,12.8234061487922,10.52347327818467,12.465728888219056
2020-09-30,11.33826158683549,9.8868821854239,14.136964131529718,12.04231127634638,13.670142073381916
2020-10-31,12.298892882343553,10.39134429331566,15.578840113143842,12.627047931863075,14.85857502130822
2020-11-30,13.441830899134272,11.585510590707383,15.861418539438128,14.421684687237818,16.005133472751137
2020-12-31,14.460414438873054,11.660692437506999,16.662115826211554,13.11352704162553,16.67943856563841
