fecha,noreste_pm10,suroeste_pm10,noroeste_pm10,sureste_pm10,centro_pm10
2016-08-31,71.88306451612904,36.071236559139784,62.76478494623656,52.255376344086024,56.340053763440864
2016-09-30,65.0625,34.855555555555554,58.06944444444444,49.223285176755134,50.951388888888886
2016-10-31,63.65725806451613,34.263440860215056,57.62768817204301,58.88712490590731,53.95564516129032
2016-11-30,82.35833333333333,42.854166666666664,72.59444444444445,62.21666666666667,67.00416666666666
2016-12-31,89.03360215053763,44.82258064516129,79.66263440860214,71.81989247311827,70.61962365591398
2017-01-31,101.6760752688172,53.708333333333336,87.87768817204301,82.96098939266714,79.40725806451613
2017-02-28,93.57886904761905,50.00892857142857,81.80208333333333,74.98337517447742,71.41815476190476
2017-03-31,87.49327956989248,43.51747311827957,70.35887096774194,64.88720731055108,58.81720430107527
2017-04-30,86.00416666666666,49.556996987392075,73.88055555555556,72.93590145450531,67.53333333333333
2017-05-31,92.88978494623656,55.244623655913976,80.95295698924731,71.46553598357038,74.45698924731182
2017-06-30,72.92701842957119,37.96292034358105,58.41111111111111,56.96896904920543,57.05972222222222
2017-07-31,81.79258051604421,41.43868052314912,65.38709677419355,58.797985290790756,53.170698924731184
2017-08-31,62.18817204301075,37.528785134603815,59.73521505376344,51.129086530994286,50.89381720430107
2017-09-30,69.39325918143035,39.734722222222224,64.22982290013616,56.914974742316794,55.3375
2017-10-31,75.8055911396153,43.18624659117528,65.22446236559139,63.824151775390554,59.93682795698925
2017-11-30,91.65542574803128,48.711163654058744,76.55277777777778,85.65020554291048,73.85416666666667
2017-12-31,102.46639784946237,54.26478494623656,93.69623655913979,71.42607128782186,80.90053763440861
2018-01-31,90.08103927588671,50.66532258064516,77.68010752688173,62.952776255979245,67.93413978494624
2018-02-28,89.01440461895368,51.71875,74.91815476190476,73.10976983223766,71.3125
2018-03-31,90.60969531898228,49.68682795698925,75.1760752688172,62.58875797885601,72.53225806451613
2018-04-30,91.01577751093579,50.31111111111111,70.43888888888888,72.18055555555556,66.94166666666666
2018-05-31,81.19207868089045,43.825268817204304,66.8010752688172,59.530626689864036,61.130376344086024
2018-06-30,64.80299923282926,35.81944444444444,51.81805555555555,45.618227915333165,47.30694444444445
2018-07-31,83.31634382778729,43.52284946236559,63.29032258064516,60.44969423994292,60.89381720430107
2018-08-31,64.05779569892474,35.71236559139785,53.13306451612903,47.49327956989247,49.60618279569893
2018-09-30,72.34090731846007,36.541666666666664,55.3,55.016666666666666,56.290277777777774
2018-10-31,63.04578842286836,33.92607526881721,52.625,46.477005898070175,50.34543010752688
2018-11-30,89.10972222222222,47.90833333333333,76.57777777777778,61.89435517928419,72.05694444444444
2018-12-31,97.62231182795699,53.16263440860215,80.59274193548387,77.46093511973734,80.34677419354838
2019-01-31,87.09543010752688,44.840053763440864,69.04166666666667,69.92324245720997,61.70161290322581
2019-02-28,84.9360119047619,39.18154761904762,65.74843002410132,71.1470678544332,56.07738095238095
2019-03-31,87.5013440860215,47.82045180127048,72.24524344762024,72.18187956010273,64.47311827956989
2019-04-30,87.3013888888889,60.99166666666667,80.8013888888889,82.21249794315256,75.84444444444445
2019-05-31,92.88306451612904,60.638440860215056,79.35215053763442,75.87019425217999,73.25403225806451
2019-06-30,66.85779627405947,38.548611111111114,54.37638888888889,52.51072498103244,51.983333333333334
2019-07-31,60.69869155183697,34.77956989247312,49.456989247311824,46.75955125121704,47.225806451612904
2019-08-31,69.06720430107526,36.278225806451616,52.408099726399456,53.358497293472254,49.98118279569893
2019-09-30,58.2125,34.288445773057354,51.38055555555555,50.21882164517013,49.05694444444445
2019-10-31,61.5255376344086,36.15951741478669,52.59274193548387,47.977407704053654,48.733870967741936
2019-11-30,89.07916666666667,45.415277777777774,70.66884885088511,64.59284795579741,63.854166666666664
2019-12-31,88.09677419354838,55.42338709677419,79.49327956989248,77.3763440860215,76.17069892473118
2020-01-31,81.108225612776,40.483870967741936,65.00403225806451,56.479894973104926,59.04032258064516
2020-02-29,75.4367816091954,48.333333333333336,76.82902298850574,65.30028735632185,65.89942528735632
2020-03-31,75.48790322580645,47.409946236559136,70.6236559139785,65.5870200488419,53.82661290322581
2020-04-30,72.17083333333333,48.70283032072541,67.15518922784587,63.148785527736415,59.37469675896105
2020-05-31,69.125,50.399193548387096,64.65725806451613,58.82349479348556,56.793010752688176
2020-06-30,55.94324051837241,35.4375,54.09413875664491,41.12361111111111,46.06666666666667
2020-07-31,56.38109313616536,35.37768817204301,51.33014273715214,44.64881987411736,43.24882616372018
2020-08-31,48.98924731182796,31.048110819043252,45.888440860215056,42.139668438386074,36.61290322580645
2020-09-30,48.22638888888889,33.47083333333333,49.359722222222224,42.925,42.393055555555556
2020-10-31,68.47849462365592,34.888440860215056,58.0255376344086,52.719086021505376,52.66263440860215
2020-11-30,76.77777777777777,37.672222222222224,64.35833333333333,58.15785793809432,58.916666666666664
2020-12-31,84.72177419354838,44.38709677419355,73.27150537634408,66.1236559139785,65.17069892473118
