fecha,noreste_monoxido_de_carbono,suroeste_monoxido_de_carbono,noroeste_monoxido_de_carbono,sureste_monoxido_de_carbono,centro_monoxido_de_carbono
2015-12-31,12.487586022905836,7.582242891562737,10.6850767076941,8.840505907412192,11.900384959027095
2016-01-31,13.064198926131642,8.023103106616505,11.296635847479045,9.258516660100364,12.767320442898063
2016-02-29,10.829039081657399,6.615159438301931,9.175513874165988,8.006995856453646,9.526593574156507
2016-03-31,9.077639786346689,6.868533214143386,8.578893911995173,7.387548918164881,9.064363453650754
2016-04-30,10.517384446181005,7.403092296648911,9.23643956198513,7.678893991857786,10.015644015860271
2016-05-31,8.785973119680023,6.8214902033907,9.108463804468295,7.316312359025096,9.143664528919574
2016-06-30,8.460783334780468,5.894706543503725,7.44402370906168,6.543522770992599,7.9095644576613395
2016-07-31,8.490274194948839,5.912888052853067,7.4068509012424855,6.245075799885311,8.204148399887314
2016-08-31,9.030929033378426,6.285149151959874,7.215265667230548,6.893641285069539,8.218426246791573
2016-09-30,7.692727779224912,5.933595432392612,7.070412597950568,6.5601894376592655,7.61789779099467
2016-10-31,7.4775129051864395,5.703312091198592,6.8397525520620635,6.133428700484596,7.561345394250845
2016-11-30,10.046894445891578,6.8974843212815005,8.744023709061683,7.728244993214821,9.841508902105781
2016-12-31,9.931134410002603,7.181705257154139,8.988840148554313,8.017925262250902,9.513288184833554
2017-01-31,11.376026883120883,6.988156870057365,9.073517567909152,7.860771874935251,10.013288184833552
2017-02-28,9.032386906312405,5.9392689156587535,7.352227783518466,6.993060111777784,8.656080966541907
2017-03-31,9.18684301187305,5.926278184217936,6.984082871531623,7.431275693671689,8.26278108550125
2017-04-30,9.053438335118132,5.982258963315581,6.857772352822981,6.838616214080007,8.18786623808249
2017-05-31,8.796670431554661,6.4162567227151905,6.797240029944192,7.57645370157898,7.988257649757251
2017-06-30,8.01529333449104,5.582154123691871,6.484941189471567,6.724818216794079,7.696540455017959
2017-07-31,8.561510754088625,5.109124611992851,6.69045305178012,6.964161821390687,7.260600012790541
2017-08-31,6.596456990647764,4.825522461455216,5.858463804468292,5.958785477304666,6.2283419482744105
2017-09-30,6.929125001205945,5.334246193660511,6.140621609403252,6.002704161012351,6.563062973977041
2017-10-31,7.213060216734306,5.140089319337657,6.263758715899586,6.472854400722588,7.701967327176605
2017-11-30,9.315995557292116,5.971147852204467,7.125328450874018,7.258060658524452,8.572588460304715
2017-12-31,11.179790323981097,6.020414934573495,8.621904664683347,7.880828488057354,8.976997862252908
2018-01-31,8.68953118391606,5.6157943132501975,7.1413409360477536,6.304931607650184,7.109555279049638
2018-02-28,7.485074406053989,4.862585207493403,6.478046962455865,5.502897315370376,6.513996043546827
2018-03-31,7.258759141465489,4.3228850182623875,5.986876995469477,5.388176981367749,5.906268402445422
2018-04-30,7.023626667824374,4.415487457025201,5.116885633916012,5.081762661238524,5.4409848994624035
2018-05-31,6.35010161463045,3.880017128984731,4.894255896478638,5.025378432761776,5.134623528319804
2018-06-30,6.438217779514338,4.357258963315579,5.5906062286517955,4.497706712496799,5.610088460304715
2018-07-31,6.020176345206385,3.7730523777663247,4.517685022069259,4.775361715177066,5.202297214533509
2018-08-31,6.499627420801972,4.057385754973257,5.099176038810784,5.219538165476709,5.483578794578898
2018-09-30,7.041281668162038,4.189854169027922,5.338593017882254,5.795019826321981,5.592753643287084
2018-10-31,6.647864517249394,4.291869582067398,5.736771043574634,5.119447736682442,5.62030796722168
2018-11-30,8.628495557292116,5.322536741093357,7.332272895318463,5.845560658524452,7.612866238082491
2018-12-31,9.821931184476242,5.899497921488194,7.841715705146899,6.956725368464523,8.231537219649722
2019-01-31,7.4425666686272995,4.874011015929775,6.1220106165781925,5.308875906098932,6.117797007154068
2019-02-28,6.992944048549348,3.7159423017762014,6.240503336777747,4.9306574956380995,5.396029532306097
2019-03-31,6.501026883120883,3.5257912786595154,5.279162729199475,4.798839240745526,4.743126894510968
2019-04-30,6.096837223717594,3.9079097245834746,5.374828993369495,4.872905770540253,5.098309198842637
2019-05-31,5.56285484011013,3.797296655003603,5.34771111629625,4.771957520315418,5.369470980532475
2019-06-30,5.532662223958783,3.4989256299822435,4.761439561985129,4.56083843630223,4.794810682526938
2019-07-31,5.6888666683472096,3.451917276326903,4.743597425577007,4.738983432980652,4.96540818739166
2019-08-31,5.337380646281653,3.438374958411484,4.7340828715316245,4.561652037757711,4.864931623135658
2019-09-30,5.583005557002689,3.4433176546148325,4.796801486839457,4.27963388210371,4.9012311243280005
2019-10-31,6.3303279583897,3.9196084829605904,5.609430496412528,4.655022036444451,5.1315677547260234
2019-11-30,6.901404445602152,4.300209679247422,5.7753438316254755,6.406719076732871,5.654873788351291
2019-12-31,8.405319894106979,4.597742154851874,6.520358309514085,6.623287357930712,6.558289620657063
2020-01-31,6.612253765121403,3.9035301795527095,5.68445764063077,4.861295260937641,5.572935069112088
2020-02-29,6.103109196899335,3.5792941254636204,4.880311882937372,5.01783660194228,4.8202390941324165
2020-03-31,4.871994625056366,2.8443396657562876,4.003625094790874,4.379484402035849,4.2954067515681436
2020-04-30,4.4496150014953715,2.915557350107671,3.9928845489250535,3.8506835483180315,4.117609495579496
2020-05-31,4.791238711171235,2.9774210915020505,4.021339886056502,3.8931346166518583,4.182364027980159
2020-06-30,4.150946668210276,3.1002795723298964,3.8567734378139416,3.7006835483180316,4.231498384468388
2020-07-31,4.4308021522181775,3.2825624376172255,4.205963016974856,4.023929669539792,4.533956574488432
2020-08-31,4.5158118293574425,3.0472966550036014,4.209270256081197,4.165774724616494,4.095277432145378
2020-09-30,4.385783334780467,3.2891509879481657,4.452357042395013,4.61713388210371,4.198453346550223
2020-10-31,5.784629033658517,3.2267744129163876,4.613840148554315,4.910398380530472,5.146352700962582
2020-11-30,6.545848890046596,3.6154874570252,4.801607856138234,5.517873772349635,5.510429343906846
2020-12-31,7.241507528375536,3.843012489351512,5.424565692508116,5.315177627404546,5.124568329055429
